,1st_ace_percentage,1st_serve_percentage,1st_velocity,2nd_velocity,ad_percentage,deuce_percentage,double_fault_percentage,gender,opponent,player,points_won,serve_win_percentage,surface,tournament,handedness,Height
1406,0.233333333,0.666666667,94.8,72.84615385,0.606060606,0.393939394,0.044444444,F,Oceane Dodin,Lucie Safarova,56,0.733333333,grass,wimbledon,L,69.69
1407,0.129032258,0.688888889,0,0,0.542372881,0.457627119,0.088888889,F,Shelby Rogers,Lucie Safarova,91,0.655555556,grass,wimbledon,L,69.69
1408,0.192307692,0.658227848,91.03846154,78.24,0.519230769,0.480769231,0.025316456,F,Nao Hibino,Lucie Safarova,89,0.658227848,hard,us,L,69.69
1409,0.03125,0.64,86.84375,75.66666667,0.542857143,0.457142857,0,F,Kurumi Nara,Lucie Safarova,62,0.7,hard,us,L,69.69
1410,0.125,0.705882353,93.875,79.11764706,0.488372093,0.511627907,0.044117647,F,CoCo Vandeweghe,Lucie Safarova,68,0.632352941,hard,us,L,69.69
1411,0.246153846,0.643564356,97.84615385,80.62068966,0.5,0.5,0.069306931,F,Yanina Wickmayer,Lucie Safarova,106,0.653465347,hard,aus,L,69.69
1412,0.21875,0.551724138,96.25,80.2173913,0.416666667,0.583333333,0.051724138,F,Serena Williams,Lucie Safarova,60,0.620689655,hard,aus,L,69.69
807,0.075,0.454545455,93.45,68.3255814,0.5625,0.4375,0.056818182,F,Louisa Chirico,Jelena Ostapenko,103,0.545454545,clay,french,R,69.69
808,0.128205128,0.6,0,0,0.434782609,0.565217391,0.046153846,F,Monica Puig,Jelena Ostapenko,66,0.707692308,clay,french,R,69.69
809,0.058823529,0.34,95.82352941,71.14285714,0.6,0.4,0.1,F,Lesia Tsurenko,Jelena Ostapenko,64,0.5,clay,french,R,69.69
810,0.040816327,0.556818182,0,0,0.56,0.44,0.056818182,F,Samantha Stosur,Jelena Ostapenko,88,0.568181818,clay,french,R,69.69
811,0,0.710526316,84.53703704,68.88888889,0.534883721,0.465116279,0.052631579,F,Caroline Wozniacki,Jelena Ostapenko,96,0.565789474,clay,french,R,69.69
812,0.043478261,0.616071429,82.23188406,62.05,0.472727273,0.527272727,0.026785714,F,Timea Bacsinszky,Jelena Ostapenko,106,0.491071429,clay,french,R,69.69
813,0.024390244,0.561643836,95.80487805,75.53571429,0.512195122,0.487804878,0.054794521,F,Aliaksandra Sasnovich,Jelena Ostapenko,73,0.561643836,grass,wimbledon,R,69.69
814,0.056603774,0.535353535,94.22641509,71.09302326,0.482758621,0.517241379,0.03030303,F,Francoise Abanda,Jelena Ostapenko,105,0.585858586,grass,wimbledon,R,69.69
815,0.111111111,0.529411765,99.25,76.92592593,0.522727273,0.477272727,0.073529412,F,Camila Giorgi,Jelena Ostapenko,72,0.647058824,grass,wimbledon,R,69.69
816,0.05,0.606060606,95.98333333,66.64516129,0.576923077,0.423076923,0.080808081,F,Elina Svitolina,Jelena Ostapenko,93,0.525252525,grass,wimbledon,R,69.69
817,0.03125,0.571428571,96,77.04545455,0.5625,0.4375,0.035714286,F,Venus Williams,Jelena Ostapenko,52,0.571428571,grass,wimbledon,R,69.69
818,0.03030303,0.464788732,95.93939394,74.16129032,0.432432432,0.567567568,0.098591549,F,Lara Arruabarrena,Jelena Ostapenko,80,0.521126761,hard,us,R,69.69
819,0.023809524,0.545454545,98.14285714,71.27272727,0.543478261,0.456521739,0.168831169,F,Sorana Cirstea,Jelena Ostapenko,78,0.597402597,hard,us,R,69.69
820,0.045454545,0.468085106,98.09090909,67.23809524,0.5,0.5,0.085106383,F,Daria Kasatkina,Jelena Ostapenko,49,0.425531915,hard,us,R,69.69
821,0.095238095,0.456521739,87.80952381,57.9,0.583333333,0.416666667,0.108695652,F,Yulia Putintseva,Jelena Ostapenko,61,0.52173913,hard,aus,R,69.69
822,0.047619048,0.583333333,96.68253968,69.79487179,0.534482759,0.465517241,0.055555556,F,Karolina Pliskova,Jelena Ostapenko,84,0.537037037,hard,aus,R,69.69
1072,0.114285714,0.555555556,0,0,0.388888889,0.611111111,0.047619048,F,Richel Hogenkamp,Jelena Jankovic,51,0.571428571,clay,french,R,69.69
1073,0.025641026,0.684210526,96.43589744,87.30769231,0.518518519,0.481481481,0.087719298,F,Agnieszka Radwanska,Jelena Jankovic,50,0.473684211,grass,wimbledon,R,69.69
1074,0.039215686,0.671052632,99.70588235,86.47368421,0.475,0.525,0.078947368,F,Petra Kvitova,Jelena Jankovic,66,0.526315789,hard,us,R,69.69
1075,0.038461538,0.565217391,95.36538462,79.11764706,0.47826087,0.52173913,0.065217391,F,Laura Siegemund,Jelena Jankovic,106,0.5,hard,aus,R,69.69
1076,0,0.597222222,99.93023256,83.625,0.488372093,0.511627907,0.069444444,F,Julia Goerges,Jelena Jankovic,72,0.597222222,hard,aus,R,69.69
1077,0.011363636,0.586666667,97.28409091,80.49090909,0.46835443,0.53164557,0.046666667,F,Svetlana Kuznetsova,Jelena Jankovic,136,0.526666667,hard,aus,R,69.69
1238,0.074074074,0.551020408,0,0,0.5625,0.4375,0.081632653,F,Shuai Peng,Sorana Cirstea,57,0.653061224,clay,french,R,69.69
1239,0.022727273,0.61971831,82.72727273,66.03846154,0.428571429,0.571428571,0.014084507,F,Carla Suarez Navarro,Sorana Cirstea,64,0.492957746,clay,french,R,69.69
1240,0,0.493333333,0,0,0.52,0.48,0.013333333,F,Kiki Bertens,Sorana Cirstea,92,0.666666667,grass,wimbledon,R,69.69
1241,0,0.559139785,0,0,0.530612245,0.469387755,0.075268817,F,Bethanie Mattek Sands,Sorana Cirstea,84,0.52688172,grass,wimbledon,R,69.69
1242,0.048780488,0.719298246,100.5853659,82.1875,0.592592593,0.407407407,0,F,Garbine Muguruza,Sorana Cirstea,44,0.473684211,grass,wimbledon,R,69.69
1243,0.153846154,0.549295775,102.5128205,83.34615385,0.512820513,0.487179487,0.084507042,F,Jelena Ostapenko,Sorana Cirstea,70,0.549295775,hard,us,R,69.69
1244,0,0.580645161,96.80555556,75.71428571,0.6,0.4,0.080645161,F,,Sorana Cirstea,80,0.564516129,hard,aus,R,69.69
1245,0.151515152,0.559322034,99.21212121,78.68,0.414634146,0.585365854,0.016949153,F,Alison Riske,Sorana Cirstea,74,0.694915254,hard,aus,R,69.69
1246,0.03030303,0.578947368,100.5757576,80.23809524,0.566666667,0.433333333,0.052631579,F,,Sorana Cirstea,37,0.526315789,hard,aus,R,69.69
1340,0.148148148,0.658536585,92.96296296,79.09090909,0.5,0.5,0.073170732,F,Nao Hibino,Caroline Garcia,60,0.731707317,clay,french,R,69.69
1341,0.068181818,0.637681159,79.31818182,68.17391304,0.545454545,0.454545455,0.028985507,F,Chloe Paquet,Caroline Garcia,83,0.637681159,clay,french,R,69.69
1342,0.093023256,0.682539683,84.81395349,68.15384615,0.47826087,0.52173913,0.007936508,F,Su Wei Hsieh,Caroline Garcia,122,0.547619048,clay,french,R,69.69
1343,0,0.621212121,83.26829268,57.38095238,0.5,0.5,0.060606061,F,,Caroline Garcia,69,0.606060606,clay,french,R,69.69
1344,0.137254902,0.586206897,85.05882353,62.4375,0.490196078,0.509803922,0.045977011,F,Karolina Pliskova,Caroline Garcia,75,0.586206897,clay,french,R,69.69
1345,0.24137931,0.644444444,0,0,0.580645161,0.419354839,0.044444444,F,Jana Cepelova,Caroline Garcia,56,0.688888889,grass,wimbledon,R,69.69
1346,0.051282051,0.65,98.56410256,87.71428571,0.525,0.475,0,F,Ana Bogdan,Caroline Garcia,68,0.666666667,grass,wimbledon,R,69.69
1347,0.1,0.666666667,107,92.11111111,0.526315789,0.473684211,0.033333333,F,Madison Brengle,Caroline Garcia,36,0.633333333,grass,wimbledon,R,69.69
1348,0.173913043,0.726315789,106.6811594,93.30434783,0.540983607,0.459016393,0.031578947,F,Johanna Konta,Caroline Garcia,91,0.642105263,grass,wimbledon,R,69.69
1349,0.131578947,0.633333333,98.47368421,88.80952381,0.466666667,0.533333333,0.016666667,F,Petra Kvitova,Caroline Garcia,42,0.5,hard,us,R,69.69
1350,0.095238095,0.53164557,101.0714286,83.17241379,0.466666667,0.533333333,0.101265823,F,Kateryna Bondarenko,Caroline Garcia,76,0.569620253,hard,aus,R,69.69
1351,0.095238095,0.611650485,98.17460317,81.44444444,0.507462687,0.492537313,0.038834951,F,Oceane Dodin,Caroline Garcia,102,0.650485437,hard,aus,R,69.69
1352,0.025641026,0.661016949,100,82.35294118,0.40625,0.59375,0.050847458,F,Barbora Strycova,Caroline Garcia,51,0.542372881,hard,aus,R,69.69
1490,0.066666667,0.638297872,0,0,0.490909091,0.509090909,0.010638298,F,Aliaksandra Sasnovich,Shuai Zhang,93,0.585106383,clay,french,R,69.69
1491,0.011904762,0.717948718,84.82142857,77.60606061,0.47826087,0.52173913,0,F,Svetlana Kuznetsova,Shuai Zhang,125,0.58974359,clay,french,R,69.69
1492,0.058823529,0.673267327,0,0,0.466666667,0.533333333,0.01980198,F,Viktorija Golubic,Shuai Zhang,92,0.445544554,grass,wimbledon,R,69.69
1493,0.121212121,0.673469388,93.33333333,81.6875,0.515151515,0.484848485,0,F,Risa Ozaki,Shuai Zhang,58,0.673469388,hard,us,R,69.69
1494,0.03125,0.60952381,97.671875,78.52777778,0.482758621,0.517241379,0.047619048,F,Karolina Pliskova,Shuai Zhang,105,0.552380952,hard,us,R,69.69
1495,0.088235294,0.80952381,94.79411765,85.42857143,0.5625,0.4375,0.023809524,F,Aliaksandra Sasnovich,Shuai Zhang,54,0.761904762,hard,aus,R,69.69
1496,0.014925373,0.614678899,86.31343284,77.05263158,0.410714286,0.589285714,0.036697248,F,Alison Riske,Shuai Zhang,101,0.513761468,hard,aus,R,69.69
1527,0.058823529,0.739130435,96.10294118,87.17391304,0.480769231,0.519230769,0.010869565,F,Veronica Cepede Royg,Anastasia Pavlyuchenkova,108,0.565217391,clay,french,R,69.69
1528,0.035294118,0.787037037,0,0,0.523076923,0.476923077,0.037037037,F,Arina Rodionova,Anastasia Pavlyuchenkova,119,0.601851852,grass,wimbledon,R,69.69
1529,0.075,0.571428571,0,0,0.5,0.5,0.042857143,F,Evgeniya Rodina,Anastasia Pavlyuchenkova,81,0.628571429,hard,aus,R,69.69
1530,0.108108108,0.616666667,96,83.2,0.552631579,0.447368421,0.05,F,Natalia Vikhlyantseva,Anastasia Pavlyuchenkova,72,0.633333333,hard,aus,R,69.69
1531,0.064935065,0.596899225,100.5454545,88.1627907,0.547945205,0.452054795,0.069767442,F,Elina Svitolina,Anastasia Pavlyuchenkova,111,0.565891473,hard,aus,R,69.69
1532,0.032258065,0.659574468,98.83870968,85.06666667,0.483870968,0.516129032,0.021276596,F,Svetlana Kuznetsova,Anastasia Pavlyuchenkova,64,0.659574468,hard,aus,R,69.69
1533,0.040816327,0.590361446,99.14285714,87.76,0.425,0.575,0.108433735,F,Venus Williams,Anastasia Pavlyuchenkova,69,0.481927711,hard,aus,R,69.69
1678,0.150943396,0.61627907,0,0,0.549019608,0.450980392,0.034883721,F,Elena Vesnina,Anna Blinkova,92,0.593023256,grass,wimbledon,R,69.69
1679,0,0.415730337,0,0,0.509433962,0.490566038,0.04494382,F,Monica Niculescu,Anna Blinkova,94,0.595505618,hard,aus,R,69.69
1680,0.125,0.340425532,100.375,80.77777778,0.523809524,0.476190476,0.085106383,F,Karolina Pliskova,Anna Blinkova,35,0.446808511,hard,aus,R,69.69
118,0,0.682692308,0,0,0.507462687,0.492537313,0.009615385,M,Damir Dzumhur,Nicolas Kicker,111,0.644230769,clay,french,R,70
119,0.057692308,0.65,0,0,0.479166667,0.520833333,0.05,M,Pablo Cuevas,Nicolas Kicker,83,0.6,clay,french,R,70
120,0.050847458,0.686046512,108.7288136,85.96296296,0.49122807,0.50877193,0,M,Steve Johnson,Nicolas Kicker,85,0.662790698,grass,wimbledon,R,70
1669,0.0625,0.539325843,0,0,0.475409836,0.524590164,0.04494382,F,Natalia Vikhlyantseva,Donna Vekic,103,0.685393258,grass,wimbledon,R,70
1670,0.131578947,0.562962963,106.1447368,90.78846154,0.505747126,0.494252874,0.051851852,F,Johanna Konta,Donna Vekic,127,0.644444444,grass,wimbledon,R,70
1671,0.060606061,0.611111111,98.72727273,85.94117647,0.52173913,0.47826087,0.074074074,F,Anastasija Sevastova,Donna Vekic,48,0.425925926,hard,us,R,70
1672,0.057142857,0.538461538,0,0,0.513513514,0.486486486,0.076923077,F,Lizette Cabrera,Donna Vekic,78,0.569230769,hard,aus,R,70
1673,0.090909091,0.6,101.2121212,83.05263158,0.608695652,0.391304348,0.054545455,F,Caroline Wozniacki,Donna Vekic,44,0.418181818,hard,aus,R,70
1693,0.076923077,0.541666667,109.0769231,88.04166667,0.424242424,0.575757576,0.125,M,Yuichi Sugita,Geoffrey Blancaneaux,51,0.458333333,hard,us,R,70
1705,0.075471698,0.61627907,101.4528302,93.16129032,0.522727273,0.477272727,0.023255814,M,Kevin Anderson,JC Aragone,65,0.511627907,hard,us,R,70
171,0.042857143,0.583333333,90,78.59090909,0.46835443,0.53164557,0.05,M,Thanasi Kokkinakis,Kei Nishikori,138,0.658333333,clay,french,R,70.08
172,0.08,0.588235294,86.98,64.83333333,0.49122807,0.50877193,0.058823529,M,Jeremy Chardy,Kei Nishikori,97,0.670588235,clay,french,R,70.08
173,0.074468085,0.583850932,108.606383,82.390625,0.460784314,0.539215686,0.01863354,M,Hyeon Chung,Kei Nishikori,164,0.633540373,clay,french,R,70.08
174,0.06779661,0.526785714,93.69491525,79.37254902,0.5,0.5,0.017857143,M,Fernando Verdasco,Kei Nishikori,111,0.553571429,clay,french,R,70.08
175,0,0.561797753,82.66,79.08108108,0.632653061,0.367346939,0.02247191,M,Andy Murray,Kei Nishikori,91,0.550561798,clay,french,R,70.08
176,0.179487179,0.661016949,108.7435897,87.88888889,0.47826087,0.52173913,0.033898305,M,Marco Cecchinato,Kei Nishikori,83,0.779661017,grass,wimbledon,R,70.08
177,0.075268817,0.654929577,106.172043,88.2195122,0.5,0.5,0.056338028,M,Sergiy Stakhovsky,Kei Nishikori,147,0.676056338,grass,wimbledon,R,70.08
178,0.056818182,0.602739726,108.7045455,85.98039216,0.489130435,0.510869565,0.047945205,M,Roberto Bautista Agut,Kei Nishikori,142,0.630136986,grass,wimbledon,R,70.08
179,0.112244898,0.620253165,104.2040816,85.16666667,0.485148515,0.514851485,0,M,Andrey Kuznetsov,Kei Nishikori,164,0.639240506,hard,aus,R,70.08
180,0.032786885,0.693181818,104,83.96296296,0.517857143,0.482142857,0,M,Jeremy Chardy,Kei Nishikori,102,0.636363636,hard,aus,R,70.08
181,0.108695652,0.605263158,107.1086957,85.48148148,0.517241379,0.482758621,0.039473684,M,Lukas Lacko,Kei Nishikori,103,0.763157895,hard,aus,R,70.08
182,0.046728972,0.652439024,104.9252336,83.61538462,0.422680412,0.577319588,0.030487805,M,Roger Federer,Kei Nishikori,142,0.591463415,hard,aus,R,70.08
306,0.104166667,0.564705882,87.4375,84.15151515,0.5,0.5,0.047058824,M,Nick Kyrgios,Philipp Kohlschreiber,84,0.682352941,clay,french,R,70.08
307,0.050847458,0.655555556,111.6440678,94,0.470588235,0.529411765,0.022222222,M,Marin Cilic,Philipp Kohlschreiber,77,0.566666667,grass,wimbledon,R,70.08
308,0.171428571,0.546875,103.9714286,89.11538462,0.533333333,0.466666667,0.046875,M,Santiago Giraldo,Philipp Kohlschreiber,77,0.703125,hard,us,R,70.08
309,0.092592593,0.556701031,109.1481481,90.79487179,0.53030303,0.46969697,0.041237113,M,John Millman,Philipp Kohlschreiber,114,0.680412371,hard,us,R,70.08
310,0.072727273,0.572916667,110.9818182,92.38461538,0.473684211,0.526315789,0.020833333,M,Roger Federer,Philipp Kohlschreiber,70,0.59375,hard,us,R,70.08
311,0.166666667,0.578947368,0,0,0.493670886,0.506329114,0.035087719,M,Nikoloz Basilashvili,Philipp Kohlschreiber,131,0.692982456,hard,aus,R,70.08
312,0.069767442,0.558441558,108.8604651,95.25806452,0.535714286,0.464285714,0.038961039,M,Donald Young,Philipp Kohlschreiber,104,0.727272727,hard,aus,R,70.08
313,0.057692308,0.65,110.7115385,88.23076923,0.48,0.52,0.025,M,Gael Monfils,Philipp Kohlschreiber,84,0.625,hard,aus,R,70.08
373,0.039215686,0.718309859,94.19607843,72.22222222,0.5,0.5,0.028169014,M,Milos Raonic,Steve Darcis,55,0.591549296,clay,french,R,70.08
374,0.102272727,0.606896552,0,0,0.494382022,0.505617978,0.006896552,M,Ricardas Berankis,Steve Darcis,148,0.613793103,grass,wimbledon,R,70.08
375,0,0.3,0,0,0.5,0.5,0.1,M,David Ferrer,Steve Darcis,8,0.4,grass,wimbledon,R,70.08
376,0.051724138,0.637362637,102.2241379,84.18181818,0.484848485,0.515151515,0,M,Sam Groth,Steve Darcis,113,0.725274725,hard,aus,R,70.08
377,0.0625,0.701754386,0,0,0.479452055,0.520547945,0,M,Diego Schwartzman,Steve Darcis,121,0.640350877,hard,aus,R,70.08
378,0.108108108,0.564885496,104.3918919,83.24528302,0.506024096,0.493975904,0.030534351,M,Andreas Seppi,Steve Darcis,123,0.633587786,hard,aus,R,70.08
379,0.1375,0.529801325,0,0,0.554347826,0.445652174,0.046357616,M,Mikhail Youzhny,Rogerio Dutra Silva,178,0.609271523,clay,french,R,70.08
380,0.012820513,0.619047619,94.62820513,70.75609756,0.413333333,0.586666667,0.055555556,M,Milos Raonic,Rogerio Dutra Silva,104,0.595238095,clay,french,R,70.08
381,0.02173913,0.691729323,0,0,0.487179487,0.512820513,0.022556391,M,Benoit Paire,Rogerio Dutra Silva,132,0.586466165,grass,wimbledon,R,70.08
382,0.168831169,0.592307692,0,0,0.4875,0.5125,0.023076923,M,Jared Donaldson,Rogerio Dutra Silva,131,0.615384615,hard,aus,R,70.08
383,0.02,0.617283951,0,0,0.428571429,0.571428571,0.037037037,M,Gilles Simon,Rogerio Dutra Silva,58,0.518518519,hard,aus,R,70.08
890,0.0625,0.727272727,0,0,0.476190476,0.523809524,0.015151515,F,Tessah Andrianjafitrimo,Francoise Abanda,70,0.636363636,clay,french,R,70.08
891,0.035714286,0.666666667,89.35714286,60.16666667,0.5,0.5,0.047619048,F,Caroline Wozniacki,Francoise Abanda,22,0.333333333,clay,french,R,70.08
892,0.108108108,0.637931034,0,0,0.424242424,0.575757576,0.017241379,F,Kurumi Nara,Francoise Abanda,73,0.568965517,grass,wimbledon,R,70.08
893,0.089552239,0.663366337,94.44776119,84.82142857,0.518518519,0.481481481,0.059405941,F,Jelena Ostapenko,Francoise Abanda,95,0.534653465,grass,wimbledon,R,70.08
1021,0.131147541,0.504132231,88.24590164,67.62962963,0.560606061,0.439393939,0.049586777,F,Kristina Mladenovic,Jennifer Brady,115,0.545454545,clay,french,R,70.08
1022,0.103448276,0.659090909,0,0,0.529411765,0.470588235,0.022727273,F,Danka Kovinic,Jennifer Brady,59,0.772727273,grass,wimbledon,R,70.08
1023,0.194444444,0.631578947,88.75,78.17647059,0.368421053,0.631578947,0.070175439,F,Dominika Cibulkova,Jennifer Brady,51,0.666666667,grass,wimbledon,R,70.08
1024,0,0.704545455,83.06451613,74.54545455,0.517241379,0.482758621,0.045454545,F,Barbora Strycova,Jennifer Brady,56,0.659090909,hard,us,R,70.08
1025,0.092307692,0.575221239,102.1692308,79.13333333,0.517241379,0.482758621,0.026548673,F,Monica Niculescu,Jennifer Brady,107,0.513274336,hard,us,R,70.08
1026,0.0625,0.390243902,105.3125,83.52380952,0.538461538,0.461538462,0.097560976,F,Karolina Pliskova,Jennifer Brady,22,0.317073171,hard,us,R,70.08
1027,0.25,0.583333333,0,0,0.542857143,0.457142857,0.041666667,F,Maryna Zanevska,Jennifer Brady,67,0.729166667,hard,aus,R,70.08
1028,0.191176471,0.515151515,0,0,0.443037975,0.556962025,0.045454545,F,Heather Watson,Jennifer Brady,129,0.598484848,hard,aus,R,70.08
1029,0.333333333,0.476190476,108.7666667,87.34375,0.476190476,0.523809524,0.015873016,F,Elena Vesnina,Jennifer Brady,73,0.666666667,hard,aus,R,70.08
1030,0,0.372881356,109.6818182,86.56666667,0.483870968,0.516129032,0.118644068,F,Mirjana Lucic Baroni,Jennifer Brady,52,0.525423729,hard,aus,R,70.08
1189,0.073170732,0.594202899,93.70731707,70.36,0.5,0.5,0.043478261,F,Risa Ozaki,Eugenie Bouchard,82,0.637681159,clay,french,R,70.08
1190,0.043478261,0.511111111,93.65217391,77.27777778,0.5,0.5,0.088888889,F,Anastasija Sevastova,Eugenie Bouchard,33,0.311111111,clay,french,R,70.08
1191,0.043478261,0.58974359,102.4565217,84.87096774,0.435897436,0.564102564,0.012820513,F,Carla Suarez Navarro,Eugenie Bouchard,67,0.5,grass,wimbledon,R,70.08
1192,0.076923077,0.573529412,97.87179487,82.17857143,0.393939394,0.606060606,0.014705882,F,Evgeniya Rodina,Eugenie Bouchard,53,0.485294118,hard,us,R,70.08
1193,0.08,0.543478261,101.76,84.66666667,0.4375,0.5625,0,F,Louisa Chirico,Eugenie Bouchard,57,0.695652174,hard,aus,R,70.08
1194,0.135135135,0.596774194,100.1081081,82.80952381,0.4,0.6,0.064516129,F,Shuai Peng,Eugenie Bouchard,72,0.64516129,hard,aus,R,70.08
1195,0.049180328,0.525862069,102.295082,85.19607843,0.486111111,0.513888889,0.034482759,F,CoCo Vandeweghe,Eugenie Bouchard,98,0.620689655,hard,aus,R,70.08
1215,0.033333333,0.6,94.26666667,73.65,0.472222222,0.527777778,0,F,Ashleigh Barty,Madison Keys,61,0.72,clay,french,R,70.08
1216,0.066666667,0.697674419,76.61666667,60.13043478,0.454545455,0.545454545,0.034883721,F,Petra Martic,Madison Keys,70,0.511627907,clay,french,R,70.08
1217,0.130434783,0.479166667,97.47826087,69.70833333,0.580645161,0.419354839,0.020833333,F,Nao Hibino,Madison Keys,60,0.645833333,grass,wimbledon,R,70.08
1218,0.053571429,0.658823529,105.6071429,86.73076923,0.490196078,0.509803922,0.035294118,F,Camila Giorgi,Madison Keys,89,0.6,grass,wimbledon,R,70.08
1219,0.06779661,0.728395062,101.1864407,83.70588235,0.529411765,0.470588235,0.061728395,F,Elise Mertens,Madison Keys,79,0.62962963,hard,us,R,70.08
1220,0.151515152,0.6,99,80,0.461538462,0.538461538,0.018181818,F,Tatjana Maria,Madison Keys,73,0.709090909,hard,us,R,70.08
1221,0.114754098,0.64893617,101.6885246,78.85714286,0.5,0.5,0.053191489,F,Elena Vesnina,Madison Keys,97,0.574468085,hard,us,R,70.08
1222,0.070175439,0.587628866,102.5087719,80.48717949,0.418181818,0.581818182,0.010309278,F,Elina Svitolina,Madison Keys,98,0.567010309,hard,us,R,70.08
1223,0.210526316,0.716981132,103.8947368,79.2,0.512820513,0.487179487,0,F,Kaia Kanepi,Madison Keys,67,0.735849057,hard,us,R,70.08
1224,0.133333333,0.638297872,103.4,82.125,0.485714286,0.514285714,0.021276596,F,CoCo Vandeweghe,Madison Keys,62,0.744680851,hard,us,R,70.08
1247,0.032258065,0.673913043,0,0,0.428571429,0.571428571,0,F,Sorana Cirstea,Shuai Peng,38,0.456521739,clay,french,R,70.08
1248,0.015873016,0.677419355,0,0,0.467741935,0.532258065,0,F,Marketa Vondrousova,Shuai Peng,103,0.666666667,grass,wimbledon,R,70.08
1249,0.033333333,0.652173913,0,0,0.454545455,0.545454545,0,F,Carla Suarez Navarro,Shuai Peng,59,0.717391304,grass,wimbledon,R,70.08
1250,0.047619048,0.591549296,100.2857143,81.33333333,0.536585366,0.463414634,0.028169014,F,Simona Halep,Shuai Peng,68,0.577464789,grass,wimbledon,R,70.08
