ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament
1,0.507936508,0,0.492063492,F,Elina Svitolina,Magda Linette,clay,french
0,0.62962963,0,0.37037037,F,Petra Martic,Anastasija Sevastova,clay,french
0.5,0.413793103,0.5,0.586206897,F,Anastasija Sevastova,Petra Martic,clay,french
0.5,0.555555556,0.5,0.444444444,F,Carla Suarez Navarro,Elena Vesnina,clay,french
0,0.547619048,0,0.452380952,F,Elena Vesnina,Carla Suarez Navarro,clay,french
0,0.511111111,0,0.488888889,F,Simona Halep,Daria Kasatkina,clay,french
1,0.475,0,0.525,F,Daria Kasatkina,Simona Halep,clay,french
0,0.493150685,0,0.506849315,F,Caroline Garcia,Su Wei Hsieh,clay,french
0.75,0.511627907,0.25,0.488372093,F,Su Wei Hsieh,Caroline Garcia,clay,french
0,0.515151515,0,0.484848485,F,Agnieszka Radwanska,nan,clay,french
0,0.444444444,0,0.555555556,F,nan,Agnieszka Radwanska,clay,french
0,0.488372093,0,0.511627907,F,Mariana Duque Marino,Veronica Cepede Royg,clay,french
0,0.490909091,0,0.509090909,F,Veronica Cepede Royg,Mariana Duque Marino,clay,french
0,0.476190476,0,0.523809524,F,Karolina Pliskova,Carina Witthoeft,clay,french
0.5,0.586206897,0.5,0.413793103,F,Carina Witthoeft,Karolina Pliskova,clay,french
0,0.510204082,1,0.489795918,F,Samantha Stosur,Jelena Ostapenko,clay,french
0.75,0.603773585,0.25,0.396226415,F,Jelena Ostapenko,Samantha Stosur,clay,french
1,0.534482759,0,0.465517241,F,Svetlana Kuznetsova,Caroline Wozniacki,clay,french
1,0.509433962,0,0.490566038,F,Caroline Wozniacki,Svetlana Kuznetsova,clay,french
0,0.509803922,0,0.490196078,F,Kristina Mladenovic,nan,clay,french
0.75,0.522727273,0.25,0.477272727,F,nan,Kristina Mladenovic,clay,french
0,0.492537313,1,0.507462687,F,Timea Bacsinszky,Venus Williams,clay,french
0,0.5,0,0.5,F,Venus Williams,Timea Bacsinszky,clay,french
0.4,0.514285714,0.6,0.485714286,F,Petra Martic,Elina Svitolina,clay,french
1,0.470588235,0,0.529411765,F,Elina Svitolina,Petra Martic,clay,french
0,0.454545455,0,0.545454545,F,Simona Halep,Carla Suarez Navarro,clay,french
0,0.45,0,0.55,F,Carla Suarez Navarro,Simona Halep,clay,french
0,0.43902439,0,0.56097561,F,nan,Caroline Garcia,clay,french
0,0.571428571,1,0.428571429,F,Caroline Garcia,nan,clay,french
1,0.47826087,0,0.52173913,F,Karolina Pliskova,Veronica Cepede Royg,clay,french
0.75,0.452830189,0.25,0.547169811,F,Veronica Cepede Royg,Karolina Pliskova,clay,french
0,0.537037037,0,0.462962963,F,Caroline Wozniacki,Jelena Ostapenko,clay,french
0,0.452054795,1,0.547945205,F,Jelena Ostapenko,Caroline Wozniacki,clay,french
0,0.517241379,0,0.482758621,F,Timea Bacsinszky,Kristina Mladenovic,clay,french
1,0.479166667,0,0.520833333,F,Kristina Mladenovic,Timea Bacsinszky,clay,french
1,0.565217391,0,0.434782609,F,Simona Halep,Elina Svitolina,clay,french
0.5,0.467532468,0.5,0.532467532,F,Elina Svitolina,Simona Halep,clay,french
0.285714286,0.509803922,0.714285714,0.490196078,F,Karolina Pliskova,Caroline Garcia,clay,french
0.571428571,0.489361702,0.428571429,0.510638298,F,Caroline Garcia,Karolina Pliskova,clay,french
0.666666667,0.565217391,0.333333333,0.434782609,F,Timea Bacsinszky,Jelena Ostapenko,clay,french
0.5,0.507692308,0.5,0.492307692,F,Jelena Ostapenko,Timea Bacsinszky,clay,french
0,0.5,0,0.5,F,Karolina Pliskova,Simona Halep,clay,french
0.285714286,0.516129032,0.714285714,0.483870968,F,Simona Halep,Karolina Pliskova,clay,french
0.5,0.475409836,0.5,0.524590164,M,Dusan Lajovic,Rafael Nadal,hard,us
0,0.461538462,1,0.538461538,M,Rafael Nadal,Dusan Lajovic,hard,us
1,0.552631579,0,0.447368421,M,Geoffrey Blancaneaux,Yuichi Sugita,hard,us
0.333333333,0.564102564,0.666666667,0.435897436,M,Yuichi Sugita,Geoffrey Blancaneaux,hard,us
0.555555556,0.423076923,0.444444444,0.576923077,M,Richard Gasquet,Leonardo Mayer,hard,us
1,0.575757576,0,0.424242424,M,Leonardo Mayer,Richard Gasquet,hard,us
0.5,0.477272727,0.5,0.522727273,M,Tomas Berdych,Ryan Harrison,hard,us
0.555555556,0.5,0.444444444,0.5,M,Ryan Harrison,Tomas Berdych,hard,us
0.272727273,0.53125,0.727272727,0.46875,M,Julien Benneteau,David Goffin,hard,us
0,0.491525424,1,0.508474576,M,David Goffin,Julien Benneteau,hard,us
0.333333333,0.593220339,0.666666667,0.406779661,M,Gael Monfils,Jeremy Chardy,hard,us
0.411764706,0.47826087,0.588235294,0.52173913,M,Jeremy Chardy,Gael Monfils,hard,us
1,0.482758621,0,0.517241379,M,Grigor Dimitrov,Vaclav Safranek,hard,us
0.333333333,0.466666667,0.666666667,0.533333333,M,Vaclav Safranek,Grigor Dimitrov,hard,us
0.625,0.396825397,0.375,0.603174603,M,Frances Tiafoe,Roger Federer,hard,us
0.8,0.535211268,0.2,0.464788732,M,Roger Federer,Frances Tiafoe,hard,us
0.333333333,0.5,0.666666667,0.5,M,Feliciano Lopez,Andrey Kuznetsov,hard,us
0.565217391,0.461538462,0.434782609,0.538461538,M,Andrey Kuznetsov,Feliciano Lopez,hard,us
1,0.513513514,0,0.486486486,M,Nick Kyrgios,John Millman,hard,us
0.466666667,0.52173913,0.533333333,0.47826087,M,John Millman,Nick Kyrgios,hard,us
0.555555556,0.449275362,0.444444444,0.550724638,M,Juan Martin del Potro,Henri Laaksonen,hard,us
0.4375,0.5,0.5625,0.5,M,Henri Laaksonen,Juan Martin del Potro,hard,us
0.2,0.475,0.8,0.525,M,Taylor Fritz,Marcos Baghdatis,hard,us
0.571428571,0.516666667,0.428571429,0.483333333,M,Marcos Baghdatis,Taylor Fritz,hard,us
1,0.549019608,0,0.450980392,M,Dominic Thiem,Alex de Minaur,hard,us
0,0.4375,1,0.5625,M,Alex de Minaur,Dominic Thiem,hard,us
0.333333333,0.475,0.666666667,0.525,M,Gilles Simon,Sam Querrey,hard,us
0.5,0.530612245,0.5,0.469387755,M,Sam Querrey,Gilles Simon,hard,us
0.285714286,0.420289855,0.714285714,0.579710145,M,Karen Khachanov,Yen Hsun Lu,hard,us
0.5,0.508474576,0.5,0.491525424,M,Yen Hsun Lu,Karen Khachanov,hard,us
0.615384615,0.493975904,0.384615385,0.506024096,M,Hyeon Chung,Horacio Zeballos,hard,us
0.625,0.458823529,0.375,0.541176471,M,Horacio Zeballos,Hyeon Chung,hard,us
0.6,0.532258065,0.4,0.467741935,M,John Isner,Pierre Hugues Herbert,hard,us
0.333333333,0.464788732,0.666666667,0.535211268,M,Pierre Hugues Herbert,John Isner,hard,us
0.571428571,0.52,0.428571429,0.48,M,Jordan Thompson,Jack Sock,hard,us
0.285714286,0.531531532,0.714285714,0.468468468,M,Jack Sock,Jordan Thompson,hard,us
0.533333333,0.554216867,0.466666667,0.445783133,M,Gilles Muller,Bernard Tomic,hard,us
0.5,0.471698113,0.5,0.528301887,M,Bernard Tomic,Gilles Muller,hard,us
0.4,0.434782609,0.6,0.565217391,M,JC Aragone,Kevin Anderson,hard,us
0.75,0.509433962,0.25,0.490566038,M,Kevin Anderson,JC Aragone,hard,us
0,0.506024096,1,0.493975904,M,Alexander Zverev,Darian King,hard,us
0.2,0.464788732,0.8,0.535211268,M,Darian King,Alexander Zverev,hard,us
0.461538462,0.423076923,0.538461538,0.576923077,M,Marius Copil,Jo Wilfried Tsonga,hard,us
0.333333333,0.407407407,0.666666667,0.592592593,M,Jo Wilfried Tsonga,Marius Copil,hard,us
0.375,0.534482759,0.625,0.465517241,M,Steve Johnson,Nicolas Almagro,hard,us
0.375,0.472727273,0.625,0.527272727,M,Nicolas Almagro,Steve Johnson,hard,us
0.666666667,0.476923077,0.333333333,0.523076923,M,Robin Haase,Kyle Edmund,hard,us
0.538461538,0.5,0.461538462,0.5,M,Kyle Edmund,Robin Haase,hard,us
0.285714286,0.5,0.714285714,0.5,M,Ruben Bemelmans,Lucas Pouille,hard,us
0.333333333,0.421052632,0.666666667,0.578947368,M,Lucas Pouille,Ruben Bemelmans,hard,us
0.555555556,0.533333333,0.444444444,0.466666667,M,Janko Tipsarevic,Thanasi Kokkinakis,hard,us
0.6,0.516483516,0.4,0.483516484,M,Thanasi Kokkinakis,Janko Tipsarevic,hard,us
0.333333333,0.466666667,0.666666667,0.533333333,M,Marin Cilic,Tennys Sandgren,hard,us
0.2,0.482142857,0.8,0.517857143,M,Tennys Sandgren,Marin Cilic,hard,us
0.833333333,0.523076923,0.166666667,0.476923077,M,Taro Daniel,Rafael Nadal,hard,us
0,0.48,1,0.52,M,Rafael Nadal,Taro Daniel,hard,us
0.333333333,0.487179487,0.666666667,0.512820513,M,Leonardo Mayer,Yuichi Sugita,hard,us
0.3,0.467532468,0.7,0.532467532,M,Yuichi Sugita,Leonardo Mayer,hard,us
0.444444444,0.488888889,0.555555556,0.511111111,M,Viktor Troicki,Stefano Travaglia,hard,us
0.5,0.479166667,0.5,0.520833333,M,Stefano Travaglia,Viktor Troicki,hard,us
0.571428571,0.436363636,0.428571429,0.563636364,M,Tomas Berdych,Alexandr Dolgopolov,hard,us
0.75,0.525423729,0.25,0.474576271,M,Alexandr Dolgopolov,Tomas Berdych,hard,us
0.428571429,0.55,0.571428571,0.45,M,Guido Pella,David Goffin,hard,us
0.5625,0.5,0.4375,0.5,M,David Goffin,Guido Pella,hard,us
0.714285714,0.447916667,0.285714286,0.552083333,M,Gael Monfils,Donald Young,hard,us
0.4375,0.542168675,0.5625,0.457831325,M,Donald Young,Gael Monfils,hard,us
0.142857143,0.539473684,0.857142857,0.460526316,M,Grigor Dimitrov,Andrey Rublev,hard,us
0.7,0.5,0.3,0.5,M,Andrey Rublev,Grigor Dimitrov,hard,us
0.583333333,0.425287356,0.416666667,0.574712644,M,Mikhail Youzhny,Roger Federer,hard,us
0.6,0.495412844,0.4,0.504587156,M,Roger Federer,Mikhail Youzhny,hard,us
0.625,0.5,0.375,0.5,M,Feliciano Lopez,Fernando Verdasco,hard,us
0.3,0.53125,0.7,0.46875,M,Fernando Verdasco,Feliciano Lopez,hard,us
0.666666667,0.542857143,0.333333333,0.457142857,M,Santiago Giraldo,Philipp Kohlschreiber,hard,us
0.333333333,0.444444444,0.666666667,0.555555556,M,Philipp Kohlschreiber,Santiago Giraldo,hard,us
1,0.490196078,0,0.509803922,M,John Millman,Malek Jaziri,hard,us
0.2,0.508196721,0.8,0.491803279,M,Malek Jaziri,John Millman,hard,us
0.625,0.543859649,0.375,0.456140351,M,Juan Martin del Potro,Adrian Menendez Maceiras,hard,us
0.5,0.5,0.5,0.5,M,Adrian Menendez Maceiras,Juan Martin del Potro,hard,us
0.583333333,0.535211268,0.416666667,0.464788732,M,Bjorn Fratangelo,Adrian Mannarino,hard,us
0.333333333,0.473684211,0.666666667,0.526315789,M,Adrian Mannarino,Bjorn Fratangelo,hard,us
0.333333333,0.475,0.666666667,0.525,M,Dominic Thiem,Taylor Fritz,hard,us
0.2,0.505617978,0.8,0.494382022,M,Taylor Fritz,Dominic Thiem,hard,us
0.444444444,0.468085106,0.555555556,0.531914894,M,Dudi Sela,Sam Querrey,hard,us
0,0.457142857,1,0.542857143,M,Sam Querrey,Dudi Sela,hard,us
0.25,0.509803922,0.75,0.490196078,M,John Isner,Hyeon Chung,hard,us
0.466666667,0.482142857,0.533333333,0.517857143,M,Hyeon Chung,John Isner,hard,us
0.8,0.529411765,0.2,0.470588235,M,Alexander Zverev,Borna Coric,hard,us
0.571428571,0.5,0.428571429,0.5,M,Borna Coric,Alexander Zverev,hard,us
0.75,0.408163265,0.25,0.591836735,M,Denis Shapovalov,Jo Wilfried Tsonga,hard,us
1,0.492307692,0,0.507692308,M,Jo Wilfried Tsonga,Denis Shapovalov,hard,us
0.444444444,0.545454545,0.555555556,0.454545455,M,Kyle Edmund,Steve Johnson,hard,us
0,0.430769231,1,0.569230769,M,Steve Johnson,Kyle Edmund,hard,us
0.666666667,0.581395349,0.333333333,0.418604651,M,Jared Donaldson,Lucas Pouille,hard,us
0.454545455,0.480519481,0.545454545,0.519480519,M,Lucas Pouille,Jared Donaldson,hard,us
0.5,0.571428571,0.5,0.428571429,M,Marin Cilic,Florian Mayer,hard,us
0.444444444,0.425,0.555555556,0.575,M,Florian Mayer,Marin Cilic,hard,us
0.5,0.486486486,0.5,0.513513514,M,Leonardo Mayer,Rafael Nadal,hard,us
0.416666667,0.526315789,0.583333333,0.473684211,M,Rafael Nadal,Leonardo Mayer,hard,us
0.666666667,0.666666667,0.333333333,0.333333333,M,Alexandr Dolgopolov,Viktor Troicki,hard,us
0,0.567567568,1,0.432432432,M,Viktor Troicki,Alexandr Dolgopolov,hard,us
0,0.53125,0,0.46875,M,Gael Monfils,David Goffin,hard,us
0,0.555555556,1,0.444444444,M,David Goffin,Gael Monfils,hard,us
0.6,0.457831325,0.4,0.542168675,M,Andrey Rublev,Damir Dzumhur,hard,us
0.166666667,0.472527473,0.833333333,0.527472527,M,Damir Dzumhur,Andrey Rublev,hard,us
0.666666667,0.52173913,0.333333333,0.47826087,M,Feliciano Lopez,Roger Federer,hard,us
0.555555556,0.408163265,0.444444444,0.591836735,M,Roger Federer,Feliciano Lopez,hard,us
0.4,0.518518519,0.6,0.481481481,M,John Millman,Philipp Kohlschreiber,hard,us
0.5,0.544117647,0.5,0.455882353,M,Philipp Kohlschreiber,John Millman,hard,us
0,0.596491228,0,0.403508772,M,Juan Martin del Potro,Roberto Bautista Agut,hard,us
0.357142857,0.408163265,0.642857143,0.591836735,M,Roberto Bautista Agut,Juan Martin del Potro,hard,us
0,0.509090909,0,0.490909091,M,Dominic Thiem,Adrian Mannarino,hard,us
0.6,0.528571429,0.4,0.471428571,M,Adrian Mannarino,Dominic Thiem,hard,us
0.473684211,0.508474576,0.526315789,0.491525424,M,Radu Albot,Sam Querrey,hard,us
0,0.5,1,0.5,M,Sam Querrey,Radu Albot,hard,us
0.5,0.457627119,0.5,0.542372881,M,John Isner,Mischa Zverev,hard,us
0.5,0.417910448,0.5,0.582089552,M,Mischa Zverev,John Isner,hard,us
0,0.461538462,1,0.538461538,M,Paolo Lorenzi,Thomas Fabbiano,hard,us
0.714285714,0.480769231,0.285714286,0.519230769,M,Thomas Fabbiano,Paolo Lorenzi,hard,us
0.454545455,0.545454545,0.545454545,0.454545455,M,Borna Coric,Kevin Anderson,hard,us
1,0.5,0,0.5,M,Kevin Anderson,Borna Coric,hard,us
0.25,0.58,0.75,0.42,M,Kyle Edmund,Denis Shapovalov,hard,us
1,0.5,0,0.5,M,Denis Shapovalov,Kyle Edmund,hard,us
0.6,0.5,0.4,0.5,M,Pablo Carreno Busta,Nicolas Mahut,hard,us
0.75,0.5,0.25,0.5,M,Nicolas Mahut,Pablo Carreno Busta,hard,us
0.444444444,0.416666667,0.555555556,0.583333333,M,Mikhail Kukushkin,Lucas Pouille,hard,us
0.555555556,0.550724638,0.444444444,0.449275362,M,Lucas Pouille,Mikhail Kukushkin,hard,us
0.4,0.485148515,0.6,0.514851485,M,Marin Cilic,Diego Schwartzman,hard,us
0.571428571,0.493506494,0.428571429,0.506493506,M,Diego Schwartzman,Marin Cilic,hard,us
0.75,0.613636364,0.25,0.386363636,M,Alexandr Dolgopolov,Rafael Nadal,hard,us
0.571428571,0.431372549,0.428571429,0.568627451,M,Rafael Nadal,Alexandr Dolgopolov,hard,us
0.625,0.515151515,0.375,0.484848485,M,Andrey Rublev,David Goffin,hard,us
0.333333333,0.535714286,0.666666667,0.464285714,M,David Goffin,Andrey Rublev,hard,us
0.8,0.448979592,0.2,0.551020408,M,Philipp Kohlschreiber,Roger Federer,hard,us
0.75,0.436363636,0.25,0.563636364,M,Roger Federer,Philipp Kohlschreiber,hard,us
0.666666667,0.615384615,0.333333333,0.384615385,M,Dominic Thiem,Juan Martin del Potro,hard,us
0.4,0.483516484,0.6,0.516483516,M,Juan Martin del Potro,Dominic Thiem,hard,us
0.444444444,0.473684211,0.555555556,0.526315789,M,Mischa Zverev,Sam Querrey,hard,us
0.5,0.549019608,0.5,0.450980392,M,Sam Querrey,Mischa Zverev,hard,us
0.4,0.538461538,0.6,0.461538462,M,Kevin Anderson,Paolo Lorenzi,hard,us
0.666666667,0.528571429,0.333333333,0.471428571,M,Paolo Lorenzi,Kevin Anderson,hard,us
0.5,0.521126761,0.5,0.478873239,M,Pablo Carreno Busta,Denis Shapovalov,hard,us
1,0.56626506,0,0.43373494,M,Denis Shapovalov,Pablo Carreno Busta,hard,us
0.5,0.542857143,0.5,0.457142857,M,Diego Schwartzman,Lucas Pouille,hard,us
0.25,0.482352941,0.75,0.517647059,M,Lucas Pouille,Diego Schwartzman,hard,us
0.5,0.488372093,0.5,0.511627907,M,Andrey Rublev,Rafael Nadal,hard,us
1,0.450980392,0,0.549019608,M,Rafael Nadal,Andrey Rublev,hard,us
0.588235294,0.523809524,0.411764706,0.476190476,M,Juan Martin del Potro,Roger Federer,hard,us
0.545454545,0.525,0.454545455,0.475,M,Roger Federer,Juan Martin del Potro,hard,us
0.5,0.535714286,0.5,0.464285714,M,Kevin Anderson,Sam Querrey,hard,us
0.714285714,0.484848485,0.285714286,0.515151515,M,Sam Querrey,Kevin Anderson,hard,us
0.428571429,0.516129032,0.571428571,0.483870968,M,Diego Schwartzman,Pablo Carreno Busta,hard,us
0.5,0.466666667,0.5,0.533333333,M,Pablo Carreno Busta,Diego Schwartzman,hard,us
0.4,0.523076923,0.6,0.476923077,M,Juan Martin del Potro,Rafael Nadal,hard,us
0.285714286,0.476190476,0.714285714,0.523809524,M,Rafael Nadal,Juan Martin del Potro,hard,us
0.5,0.535211268,0.5,0.464788732,M,Pablo Carreno Busta,Kevin Anderson,hard,us
1,0.460784314,0,0.539215686,M,Kevin Anderson,Pablo Carreno Busta,hard,us
0,0.511111111,1,0.488888889,M,Kevin Anderson,Rafael Nadal,hard,us
0.7,0.5,0.3,0.5,M,Rafael Nadal,Kevin Anderson,hard,us
0.571428571,0.4,0.428571429,0.6,F,Magda Linette,Karolina Pliskova,hard,us
0,0.555555556,0,0.444444444,F,Karolina Pliskova,Magda Linette,hard,us
0.333333333,0.464285714,0.666666667,0.535714286,F,Misaki Doi,Barbora Strycova,hard,us
0,0.458333333,0,0.541666667,F,Barbora Strycova,Misaki Doi,hard,us
1,0.47761194,0,0.52238806,F,Ana Bogdan,Taylor Townsend,hard,us
0.333333333,0.476923077,0.666666667,0.523076923,F,Taylor Townsend,Ana Bogdan,hard,us
0.428571429,0.541666667,0.571428571,0.458333333,F,Petra Martic,Agnieszka Radwanska,hard,us
0.5,0.5,0.5,0.5,F,Agnieszka Radwanska,Petra Martic,hard,us
1,0.486486486,0,0.513513514,F,Brienne Minor,Ons Jabeur,hard,us
0,0.516129032,1,0.483870968,F,Ons Jabeur,Brienne Minor,hard,us
0,0.448275862,0,0.551724138,F,CoCo Vandeweghe,Alison Riske,hard,us
0.25,0.413793103,0.75,0.586206897,F,Alison Riske,CoCo Vandeweghe,hard,us
1,0.462962963,0,0.537037037,F,Catherine Bellis,Nao Hibino,hard,us
0.333333333,0.452830189,0.666666667,0.547169811,F,Nao Hibino,Catherine Bellis,hard,us
0,0.513513514,0,0.486486486,F,Sara Sorribes Tormo,Kurumi Nara,hard,us
0,0.565217391,0,0.434782609,F,Kurumi Nara,Sara Sorribes Tormo,hard,us
0.666666667,0.535714286,0.333333333,0.464285714,F,Svetlana Kuznetsova,Marketa Vondrousova,hard,us
1,0.483870968,0,0.516129032,F,Marketa Vondrousova,Svetlana Kuznetsova,hard,us
0.666666667,0.434782609,0.333333333,0.565217391,F,Katerina Siniakova,Elina Svitolina,hard,us
0,0.589285714,0,0.410714286,F,Elina Svitolina,Katerina Siniakova,hard,us
1,0.441860465,0,0.558139535,F,Eugenie Bouchard,Evgeniya Rodina,hard,us
0.666666667,0.487179487,0.333333333,0.512820513,F,Evgeniya Rodina,Eugenie Bouchard,hard,us
1,0.5,0,0.5,F,Daria Gavrilova,Allie Kiick,hard,us
0,0.576923077,0,0.423076923,F,Allie Kiick,Daria Gavrilova,hard,us
0,0.425531915,0,0.574468085,F,Madison Keys,Elise Mertens,hard,us
0.75,0.525423729,0.25,0.474576271,F,Elise Mertens,Madison Keys,hard,us
1,0.636363636,0,0.363636364,F,Lara Arruabarrena,Jelena Ostapenko,hard,us
0.333333333,0.425,0.666666667,0.575,F,Jelena Ostapenko,Lara Arruabarrena,hard,us
0,0.482758621,0,0.517241379,F,Angelique Kerber,Naomi Osaka,hard,us
0,0.515151515,0,0.484848485,F,Naomi Osaka,Angelique Kerber,hard,us
0,0.555555556,1,0.444444444,F,Mihaela Buzarnescu,Caroline Wozniacki,hard,us
0.5,0.487804878,0.5,0.512195122,F,Caroline Wozniacki,Mihaela Buzarnescu,hard,us
0.666666667,0.45,0.333333333,0.55,F,Ekaterina Makarova,Mona Barthel,hard,us
0,0.548387097,0,0.451612903,F,Mona Barthel,Ekaterina Makarova,hard,us
0.2,0.487804878,0.8,0.512195122,F,Oceane Dodin,Pauline Parmentier,hard,us
0,0.446428571,1,0.553571429,F,Pauline Parmentier,Oceane Dodin,hard,us
0.4,0.411764706,0.6,0.588235294,F,Venus Williams,Viktoria Kuzmova,hard,us
0.5,0.463414634,0.5,0.536585366,F,Viktoria Kuzmova,Venus Williams,hard,us
1,0.536585366,0,0.463414634,F,Jelena Jankovic,Petra Kvitova,hard,us
0.5,0.490196078,0.5,0.509803922,F,Petra Kvitova,Jelena Jankovic,hard,us
0.666666667,0.5,0.333333333,0.5,F,Misa Eguchi,Kristyna Pliskova,hard,us
0,0.545454545,0,0.454545455,F,Kristyna Pliskova,Misa Eguchi,hard,us
0,0.459016393,1,0.540983607,F,Ying Ying Duan,Claire Liu,hard,us
0.333333333,0.474576271,0.666666667,0.525423729,F,Claire Liu,Ying Ying Duan,hard,us
0,0.470588235,0,0.529411765,F,nan,Varvara Lepchenko,hard,us
0,0.541666667,0,0.458333333,F,Varvara Lepchenko,nan,hard,us
0.2,0.488888889,0.8,0.511111111,F,Aleksandra Krunic,Johanna Konta,hard,us
0.571428571,0.462962963,0.428571429,0.537037037,F,Johanna Konta,Aleksandra Krunic,hard,us
1,0.542857143,0,0.457142857,F,Alison Van Uytvanck,Saisai Zheng,hard,us
0.285714286,0.484848485,0.714285714,0.515151515,F,Saisai Zheng,Alison Van Uytvanck,hard,us
0,0.555555556,1,0.444444444,F,Roberta Vinci,Sloane Stephens,hard,us
0,0.5,0,0.5,F,Sloane Stephens,Roberta Vinci,hard,us
0.5,0.509433962,0.5,0.490566038,F,Dominika Cibulkova,Jana Cepelova,hard,us
0,0.5,0,0.5,F,Jana Cepelova,Dominika Cibulkova,hard,us
0,0.5,1,0.5,F,Shuai Peng,Amandine Hesse,hard,us
0.5,0.488372093,0.5,0.511627907,F,Amandine Hesse,Shuai Peng,hard,us
0,0.472727273,1,0.527272727,F,Sofia Kenin,Lauren Davis,hard,us
0,0.518518519,0,0.481481481,F,Lauren Davis,Sofia Kenin,hard,us
0.2,0.4,0.8,0.6,F,Simona Halep,Maria Sharapova,hard,us
0,0.569620253,1,0.430379747,F,Maria Sharapova,Simona Halep,hard,us
0.363636364,0.482758621,0.636363636,0.517241379,F,Nicole Gibbs,Karolina Pliskova,hard,us
1,0.4375,0,0.5625,F,Karolina Pliskova,Nicole Gibbs,hard,us
0,0.485714286,0,0.514285714,F,Shuai Zhang,Risa Ozaki,hard,us
0.5,0.515151515,0.5,0.484848485,F,Risa Ozaki,Shuai Zhang,hard,us
0,0.592592593,0,0.407407407,F,Jennifer Brady,Barbora Strycova,hard,us
0,0.580645161,0,0.419354839,F,Barbora Strycova,Jennifer Brady,hard,us
0.666666667,0.470588235,0.333333333,0.529411765,F,Yulia Putintseva,Agnieszka Radwanska,hard,us
0,0.575,1,0.425,F,Agnieszka Radwanska,Yulia Putintseva,hard,us
0,0.512820513,0,0.487179487,F,CoCo Vandeweghe,Ons Jabeur,hard,us
0.5,0.655172414,0.5,0.344827586,F,Ons Jabeur,CoCo Vandeweghe,hard,us
0.6,0.423076923,0.4,0.576923077,F,Nao Hibino,Lucie Safarova,hard,us
0,0.464285714,1,0.535714286,F,Lucie Safarova,Nao Hibino,hard,us
0,0.47761194,1,0.52238806,F,Svetlana Kuznetsova,Kurumi Nara,hard,us
0.333333333,0.5,0.666666667,0.5,F,Kurumi Nara,Svetlana Kuznetsova,hard,us
0.5,0.529411765,0.5,0.470588235,F,Evgeniya Rodina,Elina Svitolina,hard,us
0,0.536585366,1,0.463414634,F,Elina Svitolina,Evgeniya Rodina,hard,us
1,0.461538462,0,0.538461538,F,Daria Gavrilova,Shelby Rogers,hard,us
0.4,0.473684211,0.6,0.526315789,F,Shelby Rogers,Daria Gavrilova,hard,us
0,0.52173913,0,0.47826087,F,Kirsten Flipkens,Elena Vesnina,hard,us
0.5,0.457142857,0.5,0.542857143,F,Elena Vesnina,Kirsten Flipkens,hard,us
1,0.525,0,0.475,F,Madison Keys,Tatjana Maria,hard,us
0.6,0.424242424,0.4,0.575757576,F,Tatjana Maria,Madison Keys,hard,us
0,0.547619048,1,0.452380952,F,Sorana Cirstea,Jelena Ostapenko,hard,us
0.333333333,0.512820513,0.666666667,0.487179487,F,Jelena Ostapenko,Sorana Cirstea,hard,us
0.333333333,0.5,0.666666667,0.5,F,Christina McHale,Daria Kasatkina,hard,us
0.333333333,0.543478261,0.666666667,0.456521739,F,Daria Kasatkina,Christina McHale,hard,us
0,0.510204082,1,0.489795918,F,Kaia Kanepi,Yanina Wickmayer,hard,us
0.166666667,0.48,0.833333333,0.52,F,Yanina Wickmayer,Kaia Kanepi,hard,us
1,0.509090909,0,0.490909091,F,Naomi Osaka,Denisa Allertova,hard,us
0.666666667,0.433333333,0.333333333,0.566666667,F,Denisa Allertova,Naomi Osaka,hard,us
0.6,0.566666667,0.4,0.433333333,F,Ekaterina Makarova,Caroline Wozniacki,hard,us
0.333333333,0.515151515,0.666666667,0.484848485,F,Caroline Wozniacki,Ekaterina Makarova,hard,us
0,0.457627119,1,0.542372881,F,Mirjana Lucic Baroni,nan,hard,us
0.666666667,0.523809524,0.333333333,0.476190476,F,nan,Mirjana Lucic Baroni,hard,us
0.5,0.441176471,0.5,0.558823529,F,Venus Williams,Oceane Dodin,hard,us
0.833333333,0.6,0.166666667,0.4,F,Oceane Dodin,Venus Williams,hard,us
0.6,0.631578947,0.4,0.368421053,F,nan,Petra Kvitova,hard,us
1,0.392857143,0,0.607142857,F,Petra Kvitova,nan,hard,us
0,0.484848485,0,0.515151515,F,nan,Ying Ying Duan,hard,us
0.333333333,0.488372093,0.666666667,0.511627907,F,Ying Ying Duan,nan,hard,us
1,0.565217391,0,0.434782609,F,Julia Goerges,Saisai Zheng,hard,us
0.333333333,0.52,0.666666667,0.48,F,Saisai Zheng,Julia Goerges,hard,us
0.636363636,0.52173913,0.363636364,0.47826087,F,Aliaksandra Sasnovich,Ashleigh Barty,hard,us
1,0.487804878,0,0.512195122,F,Ashleigh Barty,Aliaksandra Sasnovich,hard,us
0.333333333,0.586666667,0.666666667,0.413333333,F,Dominika Cibulkova,Sloane Stephens,hard,us
0,0.506493506,0,0.493506494,F,Sloane Stephens,Dominika Cibulkova,hard,us
0,0.472972973,1,0.527027027,F,Sachia Vickery,Sofia Kenin,hard,us
0.5,0.53968254,0.5,0.46031746,F,Sofia Kenin,Sachia Vickery,hard,us
0,0.46969697,0,0.53030303,F,Maria Sharapova,Timea Babos,hard,us
